GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1,264,TA,TA,Y,3,2006,ConLD,Normal,140000
2,474,TA,TA,Y,7,2009,WD,Normal,173000
1,264,TA,TA,Y,4,2010,WD,Normal,99500
2,532,TA,TA,Y,10,2009,WD,Normal,167500
2,490,TA,TA,Y,4,2006,WD,Normal,165000
2,400,TA,TA,Y,5,2007,WD,Abnorml,110000
2,480,TA,TA,Y,6,2009,WD,Normal,139000
2,588,TA,TA,Y,7,2008,WD,Normal,178400
3,676,TA,TA,Y,7,2009,WD,Normal,336000
2,388,TA,TA,Y,3,2008,WD,Normal,159895
2,779,TA,TA,Y,5,2008,WD,Normal,255900
1,240,TA,TA,Y,8,2008,ConLD,Normal,125000
1,255,Fa,TA,Y,6,2006,WD,Normal,117000
3,606,TA,TA,Y,4,2010,New,Partial,395192
2,551,TA,TA,Y,6,2007,WD,Normal,195000
2,614,TA,TA,Y,8,2006,New,Partial,197000
3,870,TA,TA,Y,6,2006,WD,Normal,348000
2,424,TA,TA,P,11,2009,WD,Normal,168000
2,440,TA,TA,Y,7,2007,WD,Normal,187000
2,564,TA,TA,Y,8,2006,New,Partial,173900
3,786,TA,TA,Y,7,2009,WD,Normal,337500
1,305,TA,TA,Y,8,2006,WD,Abnorml,121600
1,368,TA,TA,Y,1,2006,COD,Normal,136500
2,615,TA,TA,Y,2,2009,WD,Normal,185000
1,210,TA,Fa,P,5,2006,WD,Normal,91000
2,632,TA,TA,Y,2,2010,WD,Normal,206000
1,216,Fa,TA,N,1,2007,WD,Abnorml,86000
3,824,TA,TA,Y,7,2008,WD,Normal,232000
2,528,TA,TA,Y,6,2007,WD,Normal,136905
2,457,TA,TA,Y,5,2009,WD,Normal,181000
1,328,TA,TA,Y,11,2008,WD,Normal,149900
2,484,TA,TA,Y,3,2007,WD,Normal,163500
1,286,TA,TA,Y,8,2009,WD,Normal,88000
2,550,TA,TA,Y,4,2009,WD,Normal,240000
1,312,TA,TA,Y,8,2008,WD,Normal,135000
1,180,TA,TA,Y,8,2007,WD,Normal,165000
1,280,TA,TA,Y,6,2009,WD,Normal,85000
1,240,TA,TA,Y,11,2007,WD,Normal,119200
2,528,TA,TA,Y,11,2009,WD,Normal,227000
2,478,TA,TA,Y,6,2009,WD,Normal,203000
2,565,TA,TA,Y,8,2009,COD,Abnorml,187500
2,402,TA,TA,Y,5,2007,WD,Normal,160000
2,440,TA,TA,Y,4,2006,WD,Normal,213490
2,451,TA,TA,Y,6,2008,WD,Normal,176000
2,632,TA,TA,Y,7,2006,New,Partial,194000
1,160,Fa,Fa,Y,3,2007,WD,Normal,87000
2,437,TA,TA,Y,5,2008,WD,Normal,191000
2,665,TA,TA,Y,5,2008,COD,Abnorml,287000
2,461,TA,TA,Y,3,2007,WD,Normal,112500
2,461,TA,TA,Y,4,2010,WD,Normal,167500
3,800,TA,TA,Y,4,2008,New,Partial,293077
1,240,TA,TA,Y,4,2007,WD,Normal,105000
1,264,TA,TA,Y,5,2006,WD,Normal,118000
2,672,TA,TA,Y,8,2009,WD,Normal,197000
3,796,TA,TA,Y,11,2006,WD,Abnorml,310000
3,900,TA,TA,Y,2,2006,WD,Normal,230000
1,240,Fa,TA,Y,6,2007,WD,Normal,119750
3,912,TA,TA,Y,9,2009,WD,Normal,315500
2,905,TA,TA,Y,9,2008,WD,Normal,287000
1,286,TA,TA,Y,4,2009,WD,Normal,80000
2,484,TA,TA,Y,1,2006,WD,Normal,155000
2,484,TA,TA,Y,7,2008,WD,Normal,173000
2,624,TA,TA,Y,8,2009,WD,Normal,196000
2,514,TA,TA,Y,5,2008,WD,Normal,262280
2,542,TA,TA,Y,7,2009,WD,Normal,278000
3,716,TA,TA,Y,7,2006,New,Partial,556581
2,672,TA,TA,Y,2,2008,WD,Normal,145000
2,436,TA,TA,Y,8,2007,New,Partial,176485
2,440,TA,TA,Y,10,2007,New,Partial,200141
2,540,TA,TA,Y,6,2007,WD,Normal,165000
1,364,TA,TA,Y,5,2010,WD,Normal,144500
2,586,TA,TA,Y,11,2006,WD,Normal,255000
2,478,TA,TA,Y,5,2008,COD,Abnorml,180000
2,484,TA,TA,Y,6,2006,WD,Normal,185850
2,467,TA,TA,Y,1,2009,WD,Normal,248000
3,836,TA,TA,Y,7,2009,WD,Normal,335000
2,432,TA,Fa,Y,3,2007,WD,Normal,220000
2,582,TA,TA,Y,4,2010,WD,Normal,213500
3,1248,TA,TA,Y,8,2008,ConLD,Normal,81000
2,560,TA,TA,Y,9,2007,WD,Normal,90000
2,440,TA,TA,Y,7,2006,WD,Normal,110500
2,480,TA,TA,Y,11,2009,WD,Normal,154000
2,533,TA,TA,Y,4,2010,WD,Normal,328000
2,380,TA,TA,Y,5,2009,WD,Normal,178000
2,442,TA,TA,Y,6,2008,WD,Normal,167900
2,576,TA,TA,Y,6,2006,WD,Normal,151400
2,576,TA,TA,Y,5,2007,WD,Normal,135000
1,286,TA,TA,Y,6,2007,WD,Normal,135000
2,441,TA,TA,Y,5,2009,WD,Normal,154000
1,280,TA,TA,P,8,2006,WD,Normal,91500
2,440,TA,TA,Y,7,2009,WD,Normal,159500
3,826,TA,TA,Y,5,2007,WD,Normal,194000
1,240,TA,TA,Y,7,2007,CWD,Normal,219500
2,566,TA,TA,Y,4,2006,WD,Normal,170000
1,299,TA,TA,Y,3,2006,WD,Abnorml,138800
2,420,TA,TA,Y,5,2006,WD,Normal,155900
1,299,TA,TA,Y,4,2007,WD,Normal,126000
2,528,TA,TA,Y,10,2008,COD,Abnorml,145000
1,308,TA,TA,Y,6,2010,WD,Normal,133000
2,527,TA,TA,Y,9,2007,WD,Normal,192000
1,461,TA,TA,Y,3,2006,WD,Normal,160000
2,409,TA,TA,Y,7,2006,WD,Normal,187500
2,564,TA,TA,Y,4,2010,WD,Normal,147000
1,286,TA,TA,Y,5,2010,WD,Normal,83500
3,1043,TA,TA,Y,5,2009,WD,Normal,252000
2,380,TA,TA,Y,4,2006,WD,Normal,137500
2,550,TA,TA,Y,4,2006,WD,Normal,197000
2,462,TA,TA,Y,3,2008,WD,Normal,160000
2,576,TA,TA,Y,6,2008,WD,Normal,136500
2,884,TA,TA,Y,10,2006,WD,Normal,146000
1,308,TA,TA,Y,5,2010,WD,Normal,129000
2,440,TA,TA,Y,3,2007,WD,Normal,176432
2,461,TA,TA,Y,10,2007,WD,Normal,170000
1,240,TA,TA,Y,7,2009,WD,Normal,128000
2,478,TA,TA,Y,4,2009,COD,Abnorml,157000
1,246,TA,TA,N,1,2009,WD,Normal,60000
1,280,TA,TA,Y,7,2007,WD,Normal,119500
1,254,TA,TA,Y,4,2007,WD,Family,135000
2,539,TA,TA,Y,7,2006,WD,Normal,159500
2,440,TA,TA,Y,4,2007,WD,Normal,106000
2,712,TA,TA,Y,4,2010,WD,Normal,325000
2,719,TA,TA,Y,5,2007,WD,Normal,179900
2,422,TA,TA,Y,9,2006,New,Partial,274725
2,463,TA,TA,Y,11,2007,WD,Abnorml,181000
3,862,TA,TA,Y,3,2009,WD,Normal,280000
2,431,TA,TA,Y,6,2008,WD,Normal,188000
2,483,TA,TA,Y,9,2008,WD,Normal,205000
1,308,TA,TA,Y,7,2006,WD,Normal,129900
1,240,TA,TA,Y,5,2007,WD,Normal,134500
1,326,TA,TA,Y,8,2006,WD,Normal,117000
3,928,TA,TA,Y,11,2007,New,Partial,318000
2,527,TA,TA,Y,3,2009,WD,Normal,184100
2,450,TA,TA,Y,5,2008,WD,Normal,130000
1,300,TA,TA,Y,12,2008,WD,Normal,140000
1,286,TA,TA,Y,7,2006,WD,Normal,133700
1,308,TA,TA,Y,5,2007,WD,Normal,118400
3,782,TA,TA,Y,7,2006,New,Partial,212900
1,288,TA,TA,Y,10,2009,COD,Abnorml,112000
2,392,TA,TA,Y,7,2007,WD,Normal,163900
2,672,Fa,Fa,Y,11,2009,WD,Normal,115000
3,660,TA,TA,Y,6,2009,WD,Normal,174000
3,630,TA,TA,Y,11,2007,WD,Family,259000
2,434,TA,TA,Y,7,2007,WD,Normal,215000
2,672,TA,TA,Y,8,2007,WD,Normal,140000
2,576,TA,TA,Y,12,2009,WD,Normal,135000
1,205,Fa,TA,N,5,2007,WD,Normal,117500
2,466,TA,TA,Y,6,2009,WD,Normal,239500
2,460,TA,TA,Y,8,2007,WD,Normal,169000
1,180,TA,TA,Y,5,2007,WD,Normal,102000
1,288,TA,TA,Y,4,2008,WD,Abnorml,119000
2,714,TA,TA,Y,5,2009,WD,Normal,196000
2,495,TA,TA,Y,5,2007,WD,Normal,144000
2,840,TA,TA,Y,6,2008,COD,Abnorml,139000
2,484,TA,TA,Y,10,2009,WD,Normal,197500
3,1052,TA,TA,Y,4,2007,New,Partial,424870
1,280,TA,TA,Y,7,2010,WD,Normal,80000
1,225,TA,TA,Y,8,2006,WD,Family,149000
2,403,TA,TA,Y,5,2006,WD,Normal,180000
1,234,TA,TA,Y,7,2009,WD,Normal,174500
1,288,TA,TA,Y,8,2008,WD,Normal,116900
2,324,TA,TA,Y,7,2009,WD,Normal,143000
1,306,TA,TA,Y,11,2007,WD,Normal,124000
2,528,TA,TA,Y,11,2006,WD,Normal,149900
2,470,TA,TA,Y,7,2006,WD,Abnorml,230000
1,432,TA,TA,Y,6,2008,WD,Normal,120500
2,492,TA,TA,Y,5,2008,WD,Normal,201800
2,528,TA,TA,Y,7,2007,WD,Normal,218000
2,502,TA,TA,Y,10,2008,WD,Normal,179900
2,626,TA,TA,Y,7,2009,WD,Normal,230000
3,830,TA,TA,Y,6,2008,ConLD,Partial,235128
2,540,Gd,TA,Y,7,2008,WD,Normal,185000
2,440,TA,TA,Y,7,2010,WD,Normal,146000
2,924,TA,TA,Y,11,2008,WD,Normal,224000
2,450,TA,TA,Y,5,2007,WD,Normal,129000
2,400,Fa,TA,Y,1,2008,WD,Alloca,108959
2,588,TA,TA,Y,6,2007,WD,Normal,194000
2,644,TA,TA,Y,9,2009,New,Partial,233170
3,776,TA,TA,Y,2,2010,WD,Normal,245350
2,472,TA,TA,Y,2,2006,WD,Normal,173000
2,540,TA,TA,Y,7,2008,WD,Normal,235000
3,807,TA,TA,Y,7,2006,WD,Normal,625000
1,358,TA,TA,Y,7,2008,WD,Normal,171000
2,433,TA,TA,Y,11,2008,WD,Normal,163000
2,625,TA,TA,Y,3,2008,WD,Normal,171900
2,360,TA,TA,Y,7,2006,WD,Normal,239000
2,541,TA,TA,Y,4,2007,WD,Normal,285000
1,264,TA,TA,Y,10,2008,WD,Normal,119500
1,210,TA,TA,N,12,2009,WD,Normal,115000
1,186,Fa,TA,Y,7,2009,WD,Normal,154900
2,693,TA,TA,Y,4,2006,WD,Normal,250000
2,482,TA,TA,Y,11,2008,New,Partial,392500
3,813,TA,TA,Y,7,2007,WD,Abnorml,745000
2,720,TA,TA,Y,6,2006,WD,Normal,120000
3,995,TA,TA,Y,5,2007,WD,Normal,186700
1,392,TA,TA,Y,3,2006,WD,Normal,104900
2,420,Fa,Fa,Y,8,2009,WD,Abnorml,95000
3,757,TA,TA,Y,7,2006,WD,Normal,262000
2,493,TA,TA,Y,7,2009,WD,Normal,195000
2,442,TA,TA,Y,6,2010,WD,Normal,189000
4,1356,TA,TA,Y,3,2007,WD,Normal,168000
2,492,TA,TA,Y,11,2007,WD,Normal,174000
1,250,TA,Fa,P,7,2007,WD,Normal,125000
2,402,TA,TA,Y,6,2009,WD,Normal,165000
1,299,TA,TA,Y,3,2010,WD,Normal,158000
2,400,TA,TA,Y,7,2008,WD,Normal,176000
3,660,TA,TA,Y,11,2006,New,Partial,219210
1,225,TA,TA,Y,7,2006,ConLw,Normal,144000
2,573,TA,TA,Y,6,2009,WD,Normal,178000
2,459,TA,TA,Y,10,2006,WD,Normal,148000
1,280,TA,TA,Y,7,2006,Oth,Abnorml,116050
2,546,TA,TA,Y,3,2009,WD,Normal,197900
1,216,TA,TA,N,5,2009,WD,Normal,117000
2,451,TA,TA,Y,10,2009,WD,Normal,213000
2,495,TA,TA,Y,7,2006,WD,Normal,153500
3,701,TA,TA,Y,6,2009,WD,Normal,271900
1,384,TA,TA,Y,11,2006,WD,Normal,107000
2,544,TA,TA,Y,5,2006,WD,Normal,200000
2,506,TA,TA,Y,10,2008,WD,Normal,140000
2,500,TA,TA,Y,5,2006,New,Partial,290000
2,462,TA,TA,Y,5,2010,WD,Normal,189000
2,492,TA,TA,Y,6,2010,WD,Normal,164000
1,234,TA,TA,N,8,2009,WD,Normal,113000
1,364,TA,TA,Y,5,2006,WD,Normal,145000
1,300,TA,TA,Y,5,2006,WD,Normal,134500
1,384,TA,TA,Y,5,2007,WD,Normal,125000
2,552,TA,TA,Y,9,2009,New,Partial,229456
1,288,TA,TA,Y,11,2006,WD,Abnorml,115000
1,322,TA,TA,Y,8,2008,WD,Normal,134000
1,315,TA,TA,Y,1,2007,WD,Normal,143000
2,528,TA,TA,Y,10,2006,WD,Normal,137900
2,388,TA,TA,Y,2,2008,WD,Normal,184000
1,264,TA,TA,Y,6,2007,WD,Normal,145000
3,668,TA,TA,Y,1,2008,WD,Normal,214000
2,576,TA,TA,Y,12,2008,WD,Normal,147000
3,1052,TA,TA,Y,10,2008,New,Partial,367294
1,404,TA,TA,Y,8,2008,WD,Normal,127000
2,600,TA,TA,N,8,2007,WD,Normal,190000
2,540,TA,TA,Y,5,2006,WD,Normal,132500
2,531,TA,TA,Y,5,2010,COD,Abnorml,142000
1,180,Fa,Fa,N,7,2006,WD,Normal,138887
2,474,TA,TA,Y,6,2010,WD,Normal,175500
2,434,TA,TA,Y,9,2006,WD,Normal,195000
2,484,TA,TA,Y,3,2006,WD,Abnorml,142500
2,472,TA,TA,Y,12,2007,WD,Normal,265900
2,543,TA,TA,Y,7,2008,WD,Normal,224900
3,954,TA,TA,Y,6,2007,New,Partial,248328
2,528,TA,TA,Y,1,2010,WD,Family,170000
2,400,TA,TA,Y,6,2006,WD,Normal,230000
2,477,TA,TA,Y,1,2007,WD,Abnorml,178000
2,615,TA,TA,Y,3,2006,New,Partial,186500
3,888,TA,TA,Y,5,2010,WD,Normal,169900
2,396,Fa,Fa,P,4,2008,WD,Normal,129500
1,276,TA,TA,Y,5,2007,WD,Normal,119000
2,522,TA,TA,Y,4,2010,WD,Normal,244000
2,478,TA,TA,Y,3,2006,WD,Normal,171750
1,288,TA,TA,Y,11,2009,WD,Normal,130000
2,518,TA,TA,Y,7,2007,WD,Normal,294000
2,397,TA,TA,Y,7,2008,WD,Normal,165400
1,560,TA,TA,Y,11,2007,WD,Normal,127500
2,691,TA,TA,Y,8,2008,WD,Normal,301500
2,400,TA,TA,Y,7,2008,WD,Normal,190000
2,460,TA,TA,Y,7,2008,WD,Normal,151000
2,502,TA,TA,Y,6,2009,WD,Normal,181000
1,338,TA,TA,Y,6,2009,WD,Normal,128900
1,304,TA,TA,Y,11,2009,WD,Normal,161500
2,520,TA,TA,N,7,2007,WD,Normal,180500
2,511,TA,TA,Y,8,2008,COD,Abnorml,181000
2,506,TA,TA,Y,3,2006,WD,Normal,183900
1,308,TA,TA,N,1,2007,WD,Normal,122000
3,746,TA,TA,Y,5,2010,WD,Normal,378500
3,1014,TA,TA,Y,5,2008,WD,Normal,381000
1,315,TA,TA,Y,7,2007,WD,Normal,144000
2,586,TA,TA,Y,4,2010,WD,Normal,260000
2,462,TA,TA,Y,8,2009,WD,Normal,185750
1,288,TA,TA,Y,11,2006,WD,Normal,137000
1,312,TA,TA,Y,5,2008,WD,Normal,177000
2,552,TA,TA,Y,11,2007,WD,Normal,139000
2,400,TA,Fa,Y,7,2007,WD,Normal,137000
2,497,TA,TA,Y,12,2009,WD,Normal,162000
2,480,TA,TA,Y,6,2009,WD,Normal,197900
2,528,TA,TA,Y,4,2010,COD,Abnorml,68400
2,544,TA,TA,Y,3,2009,WD,Normal,227000
2,484,Gd,Gd,Y,7,2006,WD,Normal,180000
2,484,TA,TA,Y,9,2009,WD,Normal,150500
1,336,TA,TA,Y,3,2010,WD,Normal,169000
1,280,TA,TA,Y,5,2009,WD,Normal,132500
2,528,TA,TA,Y,6,2010,WD,Normal,143000
2,390,TA,TA,N,6,2006,WD,Normal,190000
2,499,TA,TA,Y,10,2009,WD,Normal,278000
3,753,TA,TA,Y,10,2006,New,Partial,281000
2,484,TA,TA,Y,4,2010,WD,Normal,180500
1,264,TA,TA,Y,2,2009,WD,Normal,119500
1,432,TA,TA,Y,12,2009,WD,Normal,107500
2,528,TA,TA,Y,3,2006,WD,Normal,162900
2,572,TA,TA,N,4,2006,WD,Normal,115000
1,288,TA,TA,Y,11,2006,WD,Normal,138500
2,525,TA,TA,Y,12,2008,WD,Normal,155000
2,525,TA,TA,Y,6,2006,New,Partial,140000
2,1418,TA,TA,Y,1,2008,New,Partial,160000
1,305,TA,TA,Y,5,2010,WD,Normal,154000
2,490,TA,TA,Y,5,2009,WD,Normal,225000
1,213,TA,TA,P,11,2009,WD,Normal,177500
3,844,TA,TA,Y,12,2006,WD,Normal,290000
3,834,TA,TA,Y,4,2006,WD,Normal,232000
2,380,TA,TA,Y,4,2006,WD,Normal,130000
2,840,TA,TA,Y,11,2009,WD,Normal,325000
2,474,TA,TA,Y,9,2006,New,Partial,202500
2,480,TA,TA,Y,5,2009,WD,Normal,138000
2,528,TA,TA,Y,5,2008,WD,Normal,147000
2,496,TA,TA,Y,6,2008,WD,Normal,179200
2,567,TA,TA,Y,5,2010,WD,Normal,335000
2,508,TA,TA,Y,1,2007,New,Partial,203000
2,750,Gd,Gd,Y,6,2007,WD,Normal,302000
3,779,TA,TA,Y,5,2010,WD,Normal,333168
1,280,TA,TA,Y,10,2007,WD,Normal,119000
2,576,TA,TA,Y,6,2008,WD,Normal,206900
3,860,TA,TA,Y,1,2009,WD,Normal,295493
2,466,TA,TA,Y,4,2007,New,Partial,208900
3,748,TA,TA,Y,8,2006,WD,Normal,275000
1,248,TA,TA,Y,2,2007,WD,Normal,111000
2,442,TA,TA,Y,6,2009,WD,Normal,156500
2,564,TA,TA,Y,6,2010,WD,Normal,190000
3,895,TA,TA,Y,2,2007,New,Partial,147000
1,264,TA,TA,Y,10,2008,WD,Normal,130500
2,520,Fa,TA,Y,6,2008,WD,Normal,256000
2,462,TA,TA,Y,6,2006,WD,Normal,176500
3,825,TA,TA,Y,12,2007,WD,Normal,227000
2,576,TA,TA,Y,7,2006,WD,Normal,132500
1,288,Fa,Fa,Y,5,2009,WD,Normal,100000
1,297,TA,TA,Y,7,2006,WD,Normal,125500
2,440,TA,TA,Y,5,2009,WD,Normal,125000
2,630,TA,TA,Y,4,2009,WD,Normal,167900
2,506,TA,TA,Y,11,2008,WD,Normal,135000
2,492,TA,TA,Y,6,2006,WD,Normal,200000
1,288,TA,TA,Y,6,2006,WD,Normal,128500
4,480,TA,TA,Y,6,2007,WD,Normal,123000
2,576,TA,TA,Y,7,2008,WD,Normal,155000
2,647,TA,TA,Y,8,2007,WD,Normal,228500
2,342,Fa,Fa,Y,3,2009,WD,Normal,177000
2,440,TA,TA,Y,7,2007,New,Partial,155835
1,308,TA,TA,Y,7,2007,WD,Normal,108500
2,508,Gd,TA,Y,6,2006,WD,Normal,262500
3,712,TA,TA,Y,5,2007,New,Partial,283463
2,514,TA,TA,Y,8,2007,WD,Normal,215000
4,968,TA,TA,Y,8,2009,WD,Normal,200000
2,490,TA,TA,Y,3,2008,WD,Normal,171000
2,624,TA,TA,N,7,2009,WD,Normal,134900
3,666,TA,TA,Y,3,2010,WD,Normal,410000
3,839,TA,TA,Y,6,2008,WD,Normal,235000
2,487,TA,TA,Y,9,2006,WD,Normal,170000
1,264,TA,TA,Y,10,2008,WD,Normal,110000
2,500,TA,TA,Y,4,2010,WD,Normal,149900
2,440,TA,TA,Y,6,2010,WD,Normal,177500
3,770,TA,TA,Y,9,2006,WD,Normal,315000
2,621,TA,TA,Y,5,2008,WD,Normal,189000
2,430,TA,TA,Y,6,2009,WD,Normal,260000
1,368,TA,TA,Y,6,2009,WD,Normal,104900
2,432,TA,TA,Y,3,2007,New,Partial,156932
2,480,TA,TA,Y,4,2006,WD,Abnorml,144152
2,663,TA,TA,Y,1,2010,WD,Normal,216000
2,588,TA,TA,Y,6,2008,WD,Abnorml,193000
1,336,TA,TA,Y,7,2006,WD,Normal,127000
2,420,TA,TA,Y,6,2009,WD,Normal,144000
2,502,TA,TA,Y,5,2010,WD,Normal,232000
1,338,TA,TA,Y,10,2009,WD,Normal,105000
1,377,TA,TA,Y,10,2008,WD,Normal,165500
2,583,TA,TA,Y,6,2006,WD,Normal,274300
3,804,TA,TA,Y,3,2007,WD,Normal,466500
3,936,TA,TA,Y,7,2008,WD,Normal,250000
3,722,TA,TA,Y,12,2007,New,Partial,239000
1,160,Fa,TA,Y,4,2008,WD,Normal,91000
2,660,TA,TA,Y,7,2009,WD,Normal,117000
1,264,TA,TA,Y,6,2006,WD,Normal,83000
1,200,TA,Fa,Y,6,2010,WD,Normal,58500
2,550,TA,TA,Y,5,2008,WD,Normal,237500
2,576,TA,TA,N,10,2006,WD,Normal,157000
2,576,TA,TA,N,8,2007,WD,Normal,112000
1,280,TA,TA,P,10,2009,WD,Normal,105000
1,240,TA,TA,N,5,2010,WD,Normal,125500
2,564,TA,TA,Y,7,2006,WD,Normal,250000
1,216,TA,TA,Y,8,2007,CWD,Family,136000
3,758,TA,TA,Y,10,2009,WD,Normal,377500
2,440,TA,TA,Y,3,2007,WD,Normal,131000
2,541,TA,TA,Y,9,2006,WD,Normal,235000
3,792,TA,TA,Y,4,2009,WD,Normal,124000
1,288,TA,TA,Y,12,2006,WD,Normal,123000
2,672,Gd,TA,Y,4,2008,WD,Normal,163000
3,648,TA,TA,Y,10,2006,New,Partial,246578
3,642,TA,TA,Y,2,2007,WD,Normal,281213
2,572,TA,TA,N,6,2010,WD,Normal,160000
1,180,Fa,Fa,N,5,2007,WD,Normal,137500
1,240,TA,TA,Y,5,2009,WD,Normal,138000
1,216,Fa,TA,Y,10,2009,WD,Normal,137450
1,208,TA,TA,Y,7,2008,WD,Normal,120000
2,398,TA,TA,Y,4,2008,WD,Normal,193000
2,662,TA,TA,Y,7,2006,New,Partial,193879
3,754,TA,TA,Y,8,2007,WD,Normal,282922
3,936,TA,TA,Y,1,2006,WD,Family,105000
2,482,TA,TA,Y,1,2008,WD,Normal,275000
2,396,TA,TA,Y,3,2009,WD,Normal,133000
2,528,TA,TA,Y,6,2010,WD,Normal,125500
2,542,TA,TA,Y,11,2008,WD,Normal,215000
2,622,TA,TA,Y,6,2009,WD,Normal,230000
1,271,TA,TA,Y,9,2009,WD,Normal,140000
2,620,TA,TA,Y,9,2009,COD,Abnorml,257000
2,370,TA,TA,N,6,2008,WD,Normal,207000
3,660,TA,TA,Y,5,2009,WD,Normal,175900
2,560,TA,TA,N,4,2010,WD,Normal,122500
3,1069,TA,TA,Y,5,2009,WD,Normal,340000
1,336,TA,TA,Y,8,2008,COD,Normal,124000
2,540,TA,TA,Y,12,2006,WD,Normal,223000
2,776,TA,TA,Y,5,2006,WD,Normal,179900
2,440,TA,TA,Y,7,2010,WD,Normal,127500
2,420,TA,TA,Y,3,2008,WD,Normal,136500
2,432,Gd,Gd,Y,8,2006,WD,Alloca,274970
1,484,TA,TA,Y,6,2007,WD,Normal,144000
2,528,TA,TA,Y,10,2008,WD,Normal,142000
2,525,TA,TA,Y,8,2008,WD,Normal,271000
1,288,TA,TA,Y,4,2008,WD,Normal,140000
1,240,TA,TA,Y,2,2010,WD,Abnorml,119000
2,467,TA,TA,Y,4,2007,WD,Normal,182900
2,372,TA,TA,Y,7,2006,WD,Normal,192140
2,440,TA,TA,Y,10,2009,WD,Normal,143750
1,216,Fa,Fa,Y,8,2007,WD,Normal,64500
2,451,TA,TA,Y,5,2008,WD,Normal,186500
2,484,TA,TA,P,5,2006,WD,Normal,160000
2,462,TA,TA,Y,7,2008,COD,Abnorml,174000
2,528,TA,TA,Y,5,2007,WD,Normal,120500
3,774,TA,TA,Y,11,2008,New,Partial,394617
2,923,TA,TA,Y,4,2010,WD,Normal,149700
2,550,TA,TA,Y,11,2007,WD,Normal,197000
2,672,TA,TA,Y,9,2008,WD,Normal,191000
2,420,TA,TA,Y,5,2008,WD,Normal,149300
3,812,TA,TA,Y,4,2009,WD,Normal,310000
1,192,Fa,Po,P,5,2009,WD,Normal,121000
2,626,TA,TA,Y,11,2007,WD,Normal,179600
1,240,TA,TA,Y,5,2007,WD,Normal,129000
1,312,TA,TA,P,4,2010,WD,Normal,157900
2,556,TA,TA,Y,12,2007,WD,Normal,240000
1,384,Fa,TA,Y,5,2007,WD,Normal,112000
3,840,TA,TA,Y,5,2009,New,Partial,287090
2,525,TA,TA,Y,5,2006,WD,Normal,145000
2,400,TA,TA,Y,10,2009,WD,Normal,185000
2,460,TA,TA,Y,8,2007,WD,Normal,175000
2,500,TA,TA,Y,2,2010,WD,Normal,210000
1,252,TA,TA,Y,5,2010,WD,Normal,266500
1,240,TA,TA,Y,4,2010,WD,Normal,142125
1,276,TA,TA,Y,6,2008,WD,Normal,147500